SpectrogramFile,RawIQFile,Class,Scenario,CenterFrequency_Hz,SampleRate_Hz,ReceiverGain_dB,SNR_dB,FrequencyOffset_MHz,ADC_ClipRatio
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00169.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,5.10602202890306,-2,-2.01045022901573,0.0222900390625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00169.png,,Noise,Receiver noise floor,2437000000,40000000,-3.9225264348048,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00169.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-2.50646641762731,30,-2.85164760987432,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00169.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,-1.64661758101023,18,-2.67397240436478,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00169.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,1.12227703549766,18,-0.328949757282187,0.00013427734375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00169.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,0.233625948861716,8,16.4128482949276,1.220703125e-05
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00170.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-5.32226983239982,10,-9.15056880828552,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00170.png,,Noise,Receiver noise floor,2437000000,40000000,3.95802261165465,NaN,NaN,0.00504150390625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00170.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,0.512587639459614,2,-5.9720983625737,2.44140625e-05
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00170.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,5.7758486968242,8,-0.921251494359683,0.03167724609375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00170.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,3.47758135609388,8,-3.17883293898104,0.002978515625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00170.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,-7.14095251069805,30,16.8370531239345,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00171.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-4.98654874274898,10,-16.5161986101395,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00171.png,,Noise,Receiver noise floor,2437000000,40000000,-4.91227454712926,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00171.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-1.77780945437399,25,2.63879893776741,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00171.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,-7.31052276578183,2,-1.59236477551365,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00171.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,5.0398686805231,18,0.751970282859077,0.02430419921875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00171.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,0.0875188710757371,-6,15.4766695840945,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00172.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-6.7086178975585,4,-6.38538142452164,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00172.png,,Noise,Receiver noise floor,2437000000,40000000,-5.95905758031956,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00172.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-2.76314412581697,12,-10.2757864262953,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00172.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,-7.31710178265906,10,0.874642266830821,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00172.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,0.847563394444652,30,2.58975059824119,0.00010986328125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00172.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,6.37004347860523,-2,18.7185066662801,0.037548828125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00173.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-5.0875685204459,2,14.5976233035624,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00173.png,,Noise,Receiver noise floor,2437000000,40000000,0.418004135844281,NaN,NaN,1.220703125e-05
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00173.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-3.78597210527725,2,14.0369973434784,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00173.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,-2.18192891445463,8,1.11394164646827,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00173.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,0.916580954750856,10,-1.39403487866955,0.00013427734375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00173.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,4.95529720362562,30,-16.9607500879672,0.20955810546875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00174.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-1.96700488027908,6,5.34418551131236,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00174.png,,Noise,Receiver noise floor,2437000000,40000000,2.68975707925436,NaN,NaN,0.001171875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00174.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-7.51315055108978,6,9.69410786458159,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00174.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,-7.24386159496909,-4,2.19418730472318,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00174.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,-2.53586704099854,8,-6.05065681916867,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00174.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,5.73010940728169,30,18.0500437113209,0.172119140625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00175.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,0.922628229250527,18,-8.92475713988913,0.006298828125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00175.png,,Noise,Receiver noise floor,2437000000,40000000,-0.843860829301864,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00175.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-0.942353256050209,6,-16.8117724258351,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00175.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,-1.40548072516392,0,0.540309571839502,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00175.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,-6.51709381515699,6,7.28911728187731,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00175.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,5.6137676533884,-2,16.1745202909116,0.015234375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00176.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-5.61574237127694,-2,-3.68354903602999,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00176.png,,Noise,Receiver noise floor,2437000000,40000000,-6.29574432525925,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00176.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-6.81243879058704,4,-11.3467070825105,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00176.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,6.17594303876857,12,-0.733658879886264,0.0158203125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00176.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,4.05706373055495,2,3.86457870185288,0.00296630859375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00176.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,3.0348829714302,20,18.4857681278064,0.00130615234375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00177.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-3.54020340002623,8,-8.18019063323903,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00177.png,,Noise,Receiver noise floor,2437000000,40000000,-1.80643906162468,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00177.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,1.42305612199262,-4,-3.81645899046608,0.00020751953125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00177.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,-3.76023822716984,15,1.08538410653425,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00177.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,2.53504413807753,10,5.52632860143364,0.00477294921875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00177.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,-4.58836697222937,6,-16.742907414963,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00178.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,2.91943918342711,6,-6.68337944102365,0.0048095703125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00178.png,,Noise,Receiver noise floor,2437000000,40000000,-2.39866154758186,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00178.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,4.15185624529771,-2,1.95190025346897,0.010693359375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00178.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,3.02809597985182,18,-2.81282841682478,0.00262451171875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00178.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,-7.32052326791504,0,-5.3771142961311,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00178.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,4.1545809283593,0,18.3034208353812,0.00797119140625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00179.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-3.2030514165701,-4,-3.98410846683714,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00179.png,,Noise,Receiver noise floor,2437000000,40000000,-8.88068083810393,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00179.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-2.51138228200639,10,-5.85116773669295,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00179.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,-0.336634275051891,30,1.33781015928117,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00179.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,0.812767048683764,6,1.01863904797549,1.220703125e-05
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00179.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,-2.79696786061607,0,-16.3165927014597,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00180.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,7.5349261501914,30,-10.649051328195,0.68895263671875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00180.png,,Noise,Receiver noise floor,2437000000,40000000,-2.30744848544021,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00180.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-5.72096243095367,6,-9.24854613823741,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00180.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,4.04411010757635,10,0.029399279362865,0.004248046875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00180.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,6.74445188466562,4,-7.93674539944293,0.11217041015625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00180.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,-3.72806972769688,10,-17.3072694079273,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00181.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-2.30093523475653,0,-14.6165550168065,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00181.png,,Noise,Receiver noise floor,2437000000,40000000,-9.21441341629237,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00181.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,0.130607819627032,0,10.6643003720588,3.662109375e-05
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00181.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,1.43918860341801,2,0.134994688299246,0.00015869140625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00181.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,-0.821153649718154,30,-6.8508708363475,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00181.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,3.91292960388332,-4,-18.6277826174964,0.00185546875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00182.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,7.60449236601202,-2,-7.15675116117866,0.0984619140625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00182.png,,Noise,Receiver noise floor,2437000000,40000000,-6.27385008418118,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00182.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,1.94345259997404,25,11.4935126808363,0.1066650390625
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00182.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,6.3416745283288,15,-0.978377651009243,0.02547607421875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00182.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,5.44732510947965,15,5.77505929059886,0.01966552734375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00182.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,-1.1328331722378,-6,-17.4276333810388,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00183.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-3.10973788058872,2,10.4907978416379,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00183.png,,Noise,Receiver noise floor,2437000000,40000000,-9.30960996397492,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00183.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-5.21401400288546,2,-16.6205917126543,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00183.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,-3.04862934432179,10,-2.53105868609798,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00183.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,3.3351746679447,30,-2.44055203652985,0.00225830078125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00183.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,4.19929031361913,4,14.4461578557312,0.0071044921875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00184.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,4.21857849047335,4,-12.0759844625883,0.022607421875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00184.png,,Noise,Receiver noise floor,2437000000,40000000,-4.857240753181,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00184.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,7.49635804400704,4,16.7991622207901,0.23729248046875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00184.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,-3.25191615690047,25,-0.472525951475057,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00184.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,2.21813861573062,0,3.46118791478555,0.0004638671875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00184.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,-2.46054433704741,6,-16.9110756657919,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00185.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,2.58860031871624,15,2.38403864360054,0.112646484375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00185.png,,Noise,Receiver noise floor,2437000000,40000000,-7.24854908821551,NaN,NaN,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00185.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,-3.14418580927904,2,9.29508452864414,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00185.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,5.94053273765038,-6,2.2715759794447,0.03828125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00185.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,-2.23214375757038,6,6.73348862118774,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00185.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,2.31689471618046,10,-18.987383038937,0.00068359375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00186.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-5.52960717757153,20,16.5260701395239,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00186.png,,Noise,Receiver noise floor,2437000000,40000000,1.42611949490101,NaN,NaN,0.00023193359375
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00186.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,0.0808454879941056,-4,-4.56744441310393,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi\WiFi_sdrsim_00186.png,,WiFi,WiFi SDR-like capture,2437000000,40000000,-1.4102508697426,10,-2.0972465284417,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Overlap\WiFi_Bluetooth_Overlap_sdrsim_00186.png,,WiFi_Bluetooth_Overlap,WiFi and Bluetooth overlapping,2437000000,40000000,-6.22114226557047,18,4.66316953422419,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\WiFi_Bluetooth_Separated\WiFi_Bluetooth_Separated_sdrsim_00186.png,,WiFi_Bluetooth_Separated,WiFi and Bluetooth separated,2437000000,40000000,7.07941284184385,-2,-14.1810739055542,0.07579345703125
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Bluetooth\Bluetooth_sdrsim_00187.png,,Bluetooth,Bluetooth SDR-like capture,2437000000,40000000,-0.555230026442523,-4,8.73880043668,0
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Noise\Noise_sdrsim_00187.png,,Noise,Receiver noise floor,2437000000,40000000,2.3540603491279,NaN,NaN,0.0004638671875
C:\Users\DETPC\Desktop\Proyecto\data_simulated_sdr_v1\spectrograms\Unknown\Unknown_sdrsim_00187.png,,Unknown,Unknown SDR-like RF signal,2437000000,40000000,7.67659803105604,6,-7.67128273951582,0.31080322265625
